Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry
2011-04-18,8.979999542236328,9.180000305175781,8.970000267028809,9.149999618530273,55100,0,0,CENT,Consumer Durables,Consumer Specialties
2011-04-19,9.140000343322754,9.369999885559082,9.140000343322754,9.279999732971191,69200,0,0,CENT,Consumer Durables,Consumer Specialties
2011-04-20,9.430000305175781,9.430000305175781,9.239999771118164,9.390000343322754,45900,0,0,CENT,Consumer Durables,Consumer Specialties
2011-04-21,9.449999809265137,9.649999618530273,9.3100004196167,9.609999656677246,57500,0,0,CENT,Consumer Durables,Consumer Specialties
2011-04-25,9.569999694824219,9.760000228881836,9.550000190734863,9.65999984741211,64000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-04-26,9.630000114440918,10.029999732971191,9.630000114440918,9.880000114440918,61600,0,0,CENT,Consumer Durables,Consumer Specialties
2011-04-27,9.899999618530273,10.0600004196167,9.699999809265137,10.010000228881836,67000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-04-28,10.0,10.100000381469727,9.760000228881836,9.9399995803833,137000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-04-29,9.9399995803833,10.0,9.710000038146973,9.770000457763672,88000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-02,9.8100004196167,9.8100004196167,9.460000038146973,9.649999618530273,99000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-03,9.649999618530273,9.899999618530273,9.640000343322754,9.880000114440918,178000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-04,9.850000381469727,9.899999618530273,9.760000228881836,9.779999732971191,46000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-05,10.210000038146973,11.079999923706055,9.829999923706055,10.829999923706055,404800,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-06,10.930000305175781,11.380000114440918,10.850000381469727,10.850000381469727,220000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-09,10.90999984741211,11.0,10.619999885559082,10.789999961853027,193000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-10,10.850000381469727,11.100000381469727,10.699999809265137,11.0600004196167,175900,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-11,11.010000228881836,11.010000228881836,10.819999694824219,10.850000381469727,71100,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-12,10.8100004196167,11.0600004196167,10.770000457763672,10.930000305175781,80300,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-13,10.970000267028809,10.970000267028809,10.5,10.59000015258789,61000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-16,10.539999961853027,10.720000267028809,10.40999984741211,10.609999656677246,166300,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-17,10.619999885559082,10.649999618530273,10.260000228881836,10.279999732971191,151200,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-18,10.279999732971191,10.399999618530273,10.199999809265137,10.300000190734863,164300,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-19,10.390000343322754,10.449999809265137,10.170000076293945,10.1899995803833,98800,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-20,10.220000267028809,10.359999656677246,10.100000381469727,10.180000305175781,111000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-23,10.020000457763672,10.25,9.890000343322754,9.989999771118164,91500,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-24,10.039999961853027,10.039999961853027,9.960000038146973,9.970000267028809,99200,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-25,9.970000267028809,10.069999694824219,9.890000343322754,9.90999984741211,91300,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-26,9.850000381469727,10.069999694824219,9.770000457763672,9.989999771118164,60200,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-27,10.050000190734863,10.199999809265137,9.989999771118164,10.029999732971191,38600,0,0,CENT,Consumer Durables,Consumer Specialties
2011-05-31,10.149999618530273,10.220000267028809,10.020000457763672,10.220000267028809,172600,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-01,10.229999542236328,10.329999923706055,10.039999961853027,10.170000076293945,94000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-02,10.199999809265137,10.229999542236328,10.020000457763672,10.170000076293945,55400,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-03,10.050000190734863,10.210000038146973,10.0,10.15999984741211,99000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-06,10.109999656677246,10.1899995803833,10.079999923706055,10.130000114440918,157900,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-07,10.210000038146973,10.220000267028809,10.0,10.029999732971191,148200,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-08,9.989999771118164,9.989999771118164,9.75,9.75,67300,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-09,9.770000457763672,9.770000457763672,9.359999656677246,9.369999885559082,86700,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-10,9.319999694824219,9.420000076293945,9.180000305175781,9.300000190734863,128200,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-13,9.34000015258789,9.34000015258789,9.100000381469727,9.25,135500,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-14,9.3100004196167,9.520000457763672,9.270000457763672,9.329999923706055,73400,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-15,9.25,9.300000190734863,9.050000190734863,9.210000038146973,247400,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-16,9.210000038146973,9.369999885559082,9.0,9.260000228881836,84600,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-17,9.380000114440918,10.359999656677246,9.380000114440918,10.270000457763672,387000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-20,10.270000457763672,10.489999771118164,10.1899995803833,10.319999694824219,132700,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-21,10.380000114440918,10.380000114440918,9.979999542236328,10.170000076293945,70400,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-22,10.109999656677246,10.279999732971191,10.010000228881836,10.15999984741211,218800,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-23,10.069999694824219,10.170000076293945,9.949999809265137,10.079999923706055,72300,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-24,10.069999694824219,10.079999923706055,9.819999694824219,9.84000015258789,151800,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-27,9.880000114440918,10.399999618530273,9.84000015258789,10.319999694824219,131500,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-28,10.289999961853027,10.5,10.229999542236328,10.380000114440918,122200,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-29,10.380000114440918,10.40999984741211,10.15999984741211,10.170000076293945,21200,0,0,CENT,Consumer Durables,Consumer Specialties
2011-06-30,10.220000267028809,10.479999542236328,10.210000038146973,10.380000114440918,51000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-07-01,10.350000381469727,10.59000015258789,10.279999732971191,10.399999618530273,58700,0,0,CENT,Consumer Durables,Consumer Specialties
2011-07-05,10.359999656677246,10.520000457763672,10.170000076293945,10.5,65000,0,0,CENT,Consumer Durables,Consumer Specialties
2011-07-06,10.449999809265137,10.630000114440918,10.40999984741211,10.520000457763672,17100,0,0,CENT,Consumer Durables,Consumer Specialties
2011-07-07,10.579999923706055,10.729999542236328,10.529999732971191,10.550000190734863,23500,0,0,CENT,Consumer Durables,Consumer Specialties
2011-07-08,10.489999771118164,10.520000457763672,10.300000190734863,10.359999656677246,30200,0,0,CENT,Consumer Durables,Consumer Specialties
2011-07-11,10.329999923706055,10.329999923706055,10.0600004196167,10.130000114440918,31100,0,0,CENT,Consumer Durables,Consumer Specialties
