,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change,Weighted Industry Change
0,2011-04-18,316.45095029817566,322.05100752618387,316.0853065846674,320.0303649902344,10700,0.0,0,Y,Finance,Property-Casualty Insurers,0.011311120060426486,0.02566379673204488,-0.0022993589091155437
1,2011-04-19,320.18433797687834,321.2908712850203,317.45167082752727,320.7712707519531,10400,0.0,0,Y,Finance,Property-Casualty Insurers,0.001833108948374515,-0.004743791110490417,-0.006620643036581887
2,2011-04-20,322.54174347635615,324.8702998145172,320.30944317769735,324.04278564453125,12600,0.0,0,Y,Finance,Property-Casualty Insurers,0.004653791946421774,-0.0052019865602563956,-0.010726305936804263
3,2011-04-21,322.1857129744895,325.40911554507403,322.0510191281769,322.3973999023437,5900,0.0,0,Y,Finance,Property-Casualty Insurers,0.0006570338762071796,0.01004878988994171,0.0068140182173479225
4,2011-04-25,320.98292883795966,323.667497092593,318.28875847204944,322.0509948730469,8400,0.0,0,Y,Finance,Property-Casualty Insurers,0.0033274854801589775,0.003388161498514934,0.005173293314038832
5,2011-04-26,322.2722840261068,322.2722840261068,317.8942498386747,318.61590576171875,11100,0.0,0,Y,Finance,Property-Casualty Insurers,-0.011345618117417218,-0.006401629612668074,-0.0005315557968316437
6,2011-04-27,317.61520969069835,317.9712219238281,313.41999724243203,317.9712219238281,28000,0.0,0,Y,Finance,Property-Casualty Insurers,0.0011208916395296952,0.008153837957493264,0.005688219035110274
7,2011-04-28,316.7684813908833,317.52863391831613,315.9698616864529,316.8839416503906,5400,0.0,0,Y,Finance,Property-Casualty Insurers,0.0003644941535860282,0.009863839540960114,0.01293551679414404
8,2011-04-29,316.3258542695669,316.6337678519426,315.28668263436816,316.56640625,9800,0.0,0,Y,Finance,Property-Casualty Insurers,0.0007604562737641952,-0.004523353419408276,-0.0030452778305422637
9,2011-05-02,316.75885173844404,319.76093568164976,314.2474738554804,318.4908142089844,15000,0.0,0,Y,Finance,Property-Casualty Insurers,0.005467763445393673,-0.010591447281218826,-0.01588389508002681
10,2011-05-03,318.9719339777914,322.1857049924995,318.02895961993755,321.13690185546875,24000,0.0,0,Y,Finance,Property-Casualty Insurers,0.006787330316742112,0.0015248784790433667,0.00806342718676074
11,2011-05-04,320.7905426307604,323.1287010482363,319.4241943359375,319.4241943359375,12000,0.0,0,Y,Finance,Property-Casualty Insurers,-0.004259316012304038,-0.011490884018771746,-0.012399689951632072
12,2011-05-05,318.77947272428264,319.60698680638546,316.56640625000006,316.56640625,6000,0.0,0,Y,Finance,Property-Casualty Insurers,-0.006942311734723135,-0.0022907122074288175,0.0029088657795153295
13,2011-05-06,316.90321078074584,321.8585761095814,316.90321078074584,321.2523803710937,9900,0.0,0,Y,Finance,Property-Casualty Insurers,0.013723968209829508,-0.01112686367686587,-0.00606280801199805
14,2011-05-09,321.87782078076185,322.6668384156184,319.2798767089844,319.2798767089844,7300,0.0,0,Y,Finance,Property-Casualty Insurers,-0.008071211820298093,0.009414569979705018,-2.8229082902543486e-05
15,2011-05-10,319.2605889631803,320.43448384740947,317.0860189441295,318.10595703125,21200,0.0,0,Y,Finance,Property-Casualty Insurers,-0.0036165814755902866,0.007268476850367253,0.006217784308107067
16,2011-05-11,317.932750588088,318.00971430062685,313.9299621582031,313.9299621582031,6700,0.0,0,Y,Finance,Property-Casualty Insurers,-0.012590047494260487,-0.0056204368507676,-0.004266284798549103
17,2011-05-12,314.60349386767416,316.56640625000006,313.4777270432302,316.56640625,7800,0.0,0,Y,Finance,Property-Casualty Insurers,0.006239321624163091,0.007769682815223168,0.015979881865513714
18,2011-05-13,316.4701942616802,316.5664209311672,315.17120763424805,315.5753479003906,7500,0.0,0,Y,Finance,Property-Casualty Insurers,-0.002827584959074085,-0.014299524233887232,-0.009122242797502676
19,2011-05-16,314.92103328839613,316.36434514515804,314.3052061346687,316.0852966308594,21100,0.0,0,Y,Finance,Property-Casualty Insurers,0.003697000896720172,0.0015810806761325273,0.005972164801675526
20,2011-05-17,316.22963686285533,316.22963686285533,313.1986876935113,313.31414794921875,13400,0.0,0,Y,Finance,Property-Casualty Insurers,-0.009219530916075995,0.0025825583763531704,0.002490657074209112
21,2011-05-18,312.8715409828742,315.99871682474367,312.8715409828742,315.7966613769531,7400,0.0,0,Y,Finance,Property-Casualty Insurers,0.009349269623212694,0.012056401596480514,0.01134495942454459
22,2011-05-19,316.0372199123391,316.5471889625468,315.6523132324219,315.6523132324219,2300,0.0,0,Y,Finance,Property-Casualty Insurers,-0.0012179156620349067,-0.003441881624638904,-0.004090065379644923
23,2011-05-20,315.61385056513075,315.80627454358165,314.1512756347657,314.1512756347656,3300,0.0,0,Y,Finance,Property-Casualty Insurers,-0.0046340644675329345,-0.008332853184066655,0.002632806064469114
24,2011-05-23,312.7368324926613,314.6997450277731,312.7368324926613,313.1506042480469,5500,0.0,0,Y,Finance,Property-Casualty Insurers,0.0013230669124824177,-0.0011785771987203265,-0.005796649352346009
25,2011-05-24,313.81452408427555,315.39252989900564,313.6509358077192,314.9017944335937,4600,0.0,0,Y,Finance,Property-Casualty Insurers,0.003464690974679545,-0.005660182823676274,-0.0040557458663866815
26,2011-05-25,315.0653714708281,317.1244812011719,313.73751981008706,317.1244812011719,24100,0.0,0,Y,Finance,Property-Casualty Insurers,0.00653549998443555,-3.2796672511065325e-05,-0.0027803999265673084
27,2011-05-26,316.50868704581285,317.77880859375,315.5753441549546,317.77880859375,7400,0.0,0,Y,Finance,Property-Casualty Insurers,0.004012912125073232,0.009546796163661298,0.010163412882687172
28,2011-05-27,316.6818699046229,322.2434305774177,316.5664096510554,319.4530334472656,9600,0.0,0,Y,Finance,Property-Casualty Insurers,0.00875062264687697,0.005636823908146441,0.006389894713215201
29,2011-05-31,321.0022019335476,321.7142558326632,319.1932755305117,320.578857421875,21600,0.0,0,Y,Finance,Property-Casualty Insurers,-0.0013188212078378485,0.0016476080997654431,-0.0002493585535102635
30,2011-06-01,319.55888248032545,322.87851180208565,315.81590865673587,315.8832702636719,8000,0.0,0,Y,Finance,Property-Casualty Insurers,-0.011502143793107912,-0.017104367801877064,-0.011187840211766479
31,2011-06-02,316.38360282431216,318.1829270444774,314.1128060915976,316.5567932128906,7900,0.0,0,Y,Finance,Property-Casualty Insurers,0.0005474063353233715,0.0034133519838967924,0.005472274898366254
