Date,Weighted Industry Change,RLGY Change
2012-11-06,0.0058778312281658,0.0058778312281658
2012-11-07,0.0189364346740253,0.0189364346740253
2012-11-08,-0.004115222299809,-0.004115222299809
2012-11-09,0.0098798110640072,0.0098798110640072
2012-11-12,-0.0002698903362069,-0.0002698903362069
2012-11-13,0.0252809428217573,0.0252809428217573
2012-11-14,-0.0217931287042025,-0.0217931287042025
2012-11-15,-0.0130681555256375,-0.0130681555256375
2012-11-16,0.0042433248190582,0.0042433248190582
2012-11-19,-0.0037634243757303,-0.0037634243757303
2012-11-20,-0.0181915539257653,-0.0181915539257653
2012-11-21,-0.003305755768784,-0.003305755768784
2012-11-23,0.0091236341653456,0.0091236341653456
2012-11-26,0.0117090046319807,0.0117090046319807
2012-11-27,-0.0065484766295939,-0.0065484766295939
2012-11-28,0.0171745920439994,0.0171745920439994
2012-11-29,0.0010732738136848,0.0010732738136848
2012-11-30,0.006942545159852,0.006942545159852
2012-12-03,-0.0021163496818007,-0.0021163496818007
2012-12-04,0.0007953016523342,0.0007953016523342
2012-12-05,-0.0276315588700143,-0.0276315588700143
2012-12-06,-0.0048491462918972,-0.0048491462918972
2012-12-07,0.0314465828678054,0.0314465828678054
2012-12-10,-0.0031814088732362,-0.0031814088732362
2012-12-11,-0.0040128817975573,-0.0040128817975573
2012-12-12,-0.0013241323962676,-0.0013241323962676
2012-12-13,0.0248111683795766,0.0248111683795766
2012-12-14,0.0200793174866334,0.0200793174866334
2012-12-17,0.015284978650542,0.015284978650542
2012-12-18,0.0146538147934685,0.0146538147934685
2012-12-19,-0.0029813399226028,-0.0029813399226028
2012-12-20,0.0137982746773394,0.0137982746773394
2012-12-21,0.0410683074959429,0.0410683074959428
2012-12-24,0.0058366168458407,0.0058366168458407
2012-12-26,-0.0043499347638846,-0.0043499347638846
2012-12-27,0.0189090613162877,0.0189090613162877
2012-12-28,0.0016799499063493,0.0016799499063493
2012-12-31,0.0023888789456049,0.0023888789456049
2013-01-02,-0.0245166701018726,-0.0245166701018726
2013-01-03,0.0130434077518698,0.0130434077518698
2013-01-04,-0.0057047270147485,-0.0057047270147485
2013-01-07,-0.0062409582929791,-0.0062409582929791
2013-01-08,-0.0024073732935564,-0.0024073732935564
2013-01-09,0.0326481823128301,0.0326481823128301
2013-01-10,-0.0223619631411207,-0.0223619631411207
2013-01-11,-0.0081010279413613,-0.0081010279413613
2013-01-14,0.0067372177585349,0.0067372177585349
2013-01-15,0.0088559779174856,0.0088559779174856
2013-01-16,0.0040475754510787,0.0040475754510787
2013-01-17,0.0009436403893202,0.0009436403893202
2013-01-18,0.0290368159705774,0.0290368159705774
2013-01-22,0.017697092334352,0.017697092334352
2013-01-23,0.012418135599264,0.012418135599264
2013-01-24,-0.012923391649978,-0.012923391649978
2013-01-25,0.0074644161476716,0.0074644161476716
2013-01-28,0.0015691480355634,0.0015691480355634
2013-01-29,0.0178930720966707,0.0178930720966707
2013-01-30,-0.0085544941509788,-0.0085544941509788
2013-01-31,-0.0031173322227588,-0.0031173322227588
2013-02-01,0.0240481370457389,0.0240481370457389
2013-02-04,-0.0041357995731093,-0.0041357995731093
2013-02-05,-0.0144991177674633,-0.0144991177674633
2013-02-06,0.017797535561337,0.017797535561337
2013-02-07,-0.006337349463879,-0.006337349463879
2013-02-08,-0.0068417868879994,-0.0068417868879994
2013-02-11,-0.0166814950016093,-0.0166814950016093
2013-02-12,0.0258094464931902,0.0258094464931902
2013-02-13,0.0215384514777213,0.0215384514777213
2013-02-14,-0.0366914804018415,-0.0366914804018415
2013-02-15,-0.0298376602833956,-0.0298376602833956
2013-02-19,0.0270453187249713,0.0270453187249713
2013-02-20,-0.0347997417460727,-0.0347997417460727
2013-02-21,-0.0275581930898571,-0.0275581930898571
2013-02-22,0.0193548415450402,0.0193548415450402
2013-02-25,-0.0355535118177934,-0.0355535118177934
2013-02-26,-0.0051126519230047,-0.0051126519230047
2013-02-27,0.0247374891724021,0.0247374891724021
2013-02-28,0.0239725857385885,0.0239725857385885
2013-03-01,0.0331319323393771,0.0331319323393771
2013-03-04,0.0028359744258835,0.0028359744258835
2013-03-05,0.0304348157799762,0.0304348157799762
2013-03-06,0.0265044808398264,0.0265044808398264
2013-03-07,-0.0080628274878676,-0.0080628274878676
2013-03-08,0.0121431553366064,0.0121431553366064
2013-03-11,0.0004218615867546,0.0004218615867546
2013-03-12,-0.0124762136004561,-0.0124762136004561
2013-03-13,0.0081703092201424,0.0081703092201424
2013-03-14,-0.0040512246316538,-0.0040512246316538
2013-03-15,0.0247046518738359,0.0247046518738359
2013-03-18,0.0163135687567247,0.0163135687567247
2013-03-19,0.0277083714803057,0.0277083714803057
2013-03-20,-0.0090307193739456,-0.0090307193739456
2013-03-21,-0.0256721331397942,-0.0256721331397942
2013-03-22,0.0030844685973077,0.0030844685973077
2013-03-25,0.0130187020267479,0.0130187020267479
2013-03-26,-0.018644753112691,-0.018644753112691
2013-03-27,0.0067803953866851,0.0067803953866851
2013-03-28,-0.004890009566278,-0.004890009566278
2013-04-01,-0.0331491501389785,-0.0331491501389785
2013-04-02,-0.0227799624516635,-0.0227799624516635
2013-04-03,-0.0391266239573386,-0.0391266239573386
2013-04-04,0.005388366835122,0.005388366835122
2013-04-05,0.0129222327575858,0.0129222327575858
2013-04-08,0.0294184012845753,0.0294184012845753
2013-04-09,-0.0222610315267831,-0.0222610315267831
2013-04-10,0.0418921795477112,0.0418921795477112
2013-04-11,0.0423709964699649,0.0423709964699649
2013-04-12,0.0058772413111631,0.0058772413111631
2013-04-15,-0.0298149925818875,-0.0298149925818875
2013-04-16,0.0192435913337771,0.0192435913337771
2013-04-17,0.0107409401564961,0.0107409401564961
2013-04-18,0.0047826352326766,0.0047826352326766
2013-04-19,0.0472899711027014,0.0472899711027014
2013-04-22,-0.0126137428174677,-0.0126137428174677
2013-04-23,-0.0114607841742294,-0.0114607841742294
2013-04-24,0.0073839338154874,0.0073839338154874
2013-04-25,0.0085594954979407,0.0085594954979407
2013-04-26,-0.0066212186508931,-0.0066212186508931
2013-04-29,-0.0031088399145886,-0.0031088399145886
2013-04-30,0.0006253654061599,0.0006253654061599
2013-05-01,-0.0077932171144098,-0.0077932171144098
2013-05-02,0.0268231086872135,0.0268231086872135
2013-05-03,0.0054567595040737,0.0054567595040737
2013-05-06,0.0226034096696225,0.0226034096696225
2013-05-07,-0.0035363516656137,-0.0035363516656137
2013-05-08,0.0078507891107353,0.0078507891107353
2013-05-09,-0.0194439042206143,-0.0194439042206143
2013-05-10,0.0138668932109193,0.0138668932109193
2013-05-13,0.0111371569250767,0.0111371569250767
2013-05-14,0.0254384218606784,0.0254384218606784
2013-05-15,-0.0116651501182018,-0.0116651501182018
2013-05-16,0.0158065484209759,0.0158065484209759
2013-05-17,-0.0053883485167547,-0.0053883485167547
2013-05-20,0.0055504022441288,0.0055504022441288
2013-05-21,0.005868323894878,0.005868323894878
2013-05-22,-0.0453638173164966,-0.0453638173164966
2013-05-23,0.0088495399869881,0.0088495399869881
2013-05-24,0.0005721318607903,0.0005721318607903
2013-05-28,-0.0028189760150814,-0.0028189760150814
2013-05-29,-0.0017074588152364,-0.0017074588152364
2013-05-30,-0.0094768767230216,-0.0094768767230216
2013-05-31,-0.0133741070099107,-0.0133741070099107
2013-06-03,-0.0310750929873849,-0.0310750929873849
2013-06-04,-0.0388734461652531,-0.0388734461652531
2013-06-05,-0.0134297831691464,-0.0134297831691464
2013-06-06,0.018650447755276,0.018650447755276
2013-06-07,0.0073394620989019,0.0073394620989019
2013-06-10,-0.0161943932600633,-0.0161943932600633
2013-06-11,-0.0078496399362323,-0.0078496399362323
2013-06-12,-0.0318181997309219,-0.0318181997309219
2013-06-13,0.0660418061251165,0.0660418061251165
2013-06-14,0.0088211430891537,0.0088211430891537
2013-06-17,0.0200550618466976,0.0200550618466976
2013-06-18,-0.0125482185473969,-0.0125482185473969
2013-06-19,-0.0231145998591737,-0.0231145998591737
2013-06-20,-0.0296808116534467,-0.0296808116534467
2013-06-21,-0.0519534508622668,-0.0519534508622668
2013-06-24,0.0146211753729765,0.0146211753729765
2013-06-25,0.0381944065016747,0.0381944065016747
2013-06-26,0.0022708632012823,0.0022708632012823
2013-06-27,0.0061563562462283,0.0061563562462283
2013-06-28,-0.0167826378342389,-0.0167826378342389
2013-07-01,0.0333263661744462,0.0333263661744462
2013-07-02,0.0118189137465739,0.0118189137465739
2013-07-03,0.0005938000598784,0.0005938000598784
2013-07-05,-0.0276679397905054,-0.0276679397905054
2013-07-08,-0.0204942826679151,-0.0204942826679151
2013-07-09,-0.0241111634304744,-0.0241111634304744
2013-07-10,0.0209511839428177,0.0209511839428177
2013-07-11,0.0076782630941655,0.0076782630941655
2013-07-12,-0.0089874329075734,-0.0089874329075734
2013-07-15,-0.0176423626557969,-0.0176423626557969
2013-07-16,0.0048930006564701,0.0048930006564701
2013-07-17,-0.0178781890006315,-0.0178781890006315
2013-07-18,0.0033576568311069,0.0033576568311069
2013-07-19,-0.0159010125722509,-0.0159010125722509
2013-07-22,-0.0093569823807766,-0.0093569823807766
2013-07-23,-0.0160416934869648,-0.0160416934869648
2013-07-24,-0.048347590978233,-0.048347590978233
2013-07-25,-0.0027665687055041,-0.0027665687055041
2013-07-26,-0.0046937787714817,-0.0046937787714817
2013-07-29,-0.013504845605755,-0.013504845605755
2013-07-30,-0.0099978070257257,-0.0099978070257257
2013-07-31,-0.011868151989612,-0.011868151989612
2013-08-01,-0.0198150098516954,-0.0198150098516954
2013-08-02,0.0085933343041169,0.0085933343041169
2013-08-05,0.0022552655339865,0.0022552655339865
2013-08-06,-0.0024662959510664,-0.0024662959510664
2013-08-07,0.011735509854376,0.011735509854376
2013-08-08,0.0136774521694376,0.0136774521694376
2013-08-09,-0.004572155085507,-0.004572155085507
2013-08-12,-0.019028930956985,-0.019028930956985
2013-08-13,-0.0357380829659835,-0.0357380829659835
2013-08-14,-0.007134668995344,-0.007134668995344
2013-08-15,-0.0108515945056838,-0.0108515945056838
2013-08-16,0.0116306159825942,0.0116306159825942
2013-08-19,-0.0162276251006718,-0.0162276251006718
2013-08-20,0.0492906763534356,0.0492906763534356
2013-08-21,-0.0016169945332365,-0.0016169945332365
2013-08-22,0.0,0.0
2013-08-23,-0.0303657616231111,-0.0303657616231111
2013-08-26,-0.0151300094844379,-0.0151300094844379
2013-08-27,0.02095518009665,0.02095518009665
2013-08-28,0.015278094986237,0.015278094986237
2013-08-29,0.0040093906327233,0.0040093906327233
2013-08-30,-0.0082005265140226,-0.0082005265140226
2013-09-03,-0.018483876567683,-0.018483876567683
2013-09-04,-0.0045280893911957,-0.0045280893911957
2013-09-05,0.021967481983799,0.021967481983799
2013-09-06,-0.0219704145712962,-0.0219704145712962
2013-09-09,0.0157572474537209,0.0157572474537209
2013-09-10,0.0124138141500538,0.0124138141500538
2013-09-11,0.0077431144105985,0.0077431144105985
2013-09-12,-0.0206974570945257,-0.0206974570945257
2013-09-13,-0.0054558233532479,-0.0054558233532479
2013-09-16,-0.0263923133379258,-0.0263923133379258
2013-09-17,0.0114942528735632,0.0114942528735632
2013-09-18,0.036235189468654,0.036235189468654
2013-09-19,-0.0061403243128568,-0.0061403243128568
2013-09-20,-0.0267403112590641,-0.0267403112590641
2013-09-23,-0.0177960885559781,-0.0177960885559781
2013-09-24,0.0108947896929248,0.0108947896929248
2013-09-25,0.0249885414781873,0.0249885414781873
2013-09-26,-0.0234741615874397,-0.0234741615874397
2013-09-27,-0.0165289531222236,-0.0165289531222236
2013-09-30,0.0122353048885571,0.0122353048885571
2013-10-01,0.0169925409169799,0.0169925409169799
2013-10-02,0.0075653791640391,0.0075653791640391
2013-10-03,-0.0129781356691233,-0.0129781356691233
2013-10-04,-0.0101195637383015,-0.0101195637383015
2013-10-07,0.0047803114731122,0.0047803114731122
2013-10-08,-0.0381404285494999,-0.0381404285494999
2013-10-09,0.0023440805081756,0.0023440805081756
2013-10-10,0.0129720036377915,0.0129720036377915
2013-10-11,0.0041341364582192,0.0041341364582192
2013-10-14,0.0089779746011757,0.0089779746011757
2013-10-15,-0.0303930088521728,-0.0303930088521728
2013-10-16,0.0083857583925563,0.0083857583925563
2013-10-17,0.0202043405512848,0.0202043405512848
2013-10-18,-0.0167914197616035,-0.0167914197616035
2013-10-21,-0.0301402088439834,-0.0301402088439834
2013-10-22,0.0269879260695126,0.0269879260695126
2013-10-23,0.0326627471743251,0.0326627471743251
2013-10-24,0.009360727272917,0.009360727272917
2013-10-25,-0.0045085834127057,-0.0045085834127057
2013-10-28,-0.0314494310511308,-0.0314494310511308
2013-10-29,-0.0028096215044968,-0.0028096215044968
2013-10-30,0.0038013743604673,0.0038013743604673
2013-10-31,-0.0209424335680282,-0.0209424335680282
2013-11-01,0.0180224628850016,0.0180224628850016
2013-11-04,0.0029789429407296,0.0029789429407296
2013-11-05,0.003199986049107,0.003199986049107
2013-11-06,-0.0045126526244721,-0.0045126526244721
2013-11-07,-0.0249319696453152,-0.0249319696453152
2013-11-08,0.0030238950533252,0.0030238950533252
2013-11-11,-0.0018705127472161,-0.0018705127472161
2013-11-12,-0.0140186561873009,-0.0140186561873009
2013-11-13,0.0199335587269664,0.0199335587269664
2013-11-14,0.0332102999639996,0.0332102999639996
2013-11-15,0.0176378856749134,0.0176378856749134
2013-11-18,-0.0054585153747709,-0.0054585153747709
2013-11-19,-0.0224449508170883,-0.0224449508170883
2013-11-20,-0.0051021150752294,-0.0051021150752294
2013-11-21,0.0272018118664394,0.0272018118664394
2013-11-22,0.0123483469824182,0.0123483469824182
2013-11-25,-0.0014989227768873,-0.0014989227768873
2013-11-26,0.0217716220060731,0.0217716220060731
2013-11-27,-0.0012502890433933,-0.0012502890433933
2013-11-29,-0.0127083460489909,-0.0127083460489909
2013-12-02,-0.0012641710862017,-0.0012641710862017
2013-12-03,0.005277601976717,0.005277601976717
2013-12-04,-0.0002113810083399,-0.0002113810083399
2013-12-05,-0.0042644084527179,-0.0042644084527179
2013-12-06,-0.0002119635768776,-0.0002119635768776
2013-12-09,0.0210369280679918,0.0210369280679918
2013-12-10,-0.006256501194728,-0.006256501194728
2013-12-11,-0.0254148092619343,-0.0254148092619343
2013-12-12,0.0103783684807854,0.0103783684807854
2013-12-13,0.0012779032506663,0.0012779032506663
2013-12-16,-0.0092924739363923,-0.0092924739363923
2013-12-17,0.0006382718999334,0.0006382718999334
2013-12-18,0.0395408285321184,0.0395408285321184
2013-12-19,-0.0212810446595422,-0.0212810446595422
2013-12-20,0.0140874295542299,0.0140874295542299
2013-12-23,0.0159320631883699,0.0159320631883699
2013-12-24,0.0016227552189198,0.0016227552189198
2013-12-26,0.0022285374593066,0.0022285374593066
2013-12-27,0.0130558829798436,0.0130558829798436
2013-12-30,-0.0128153665848549,-0.0128153665848549
2013-12-31,0.0034483161515909,0.0034483161515909
2014-01-02,0.0026130867962859,0.0026130867962859
2014-01-03,0.0060386319488265,0.0060386319488265
2014-01-06,-0.0230983635845453,-0.0230983635845453
2014-01-07,-0.0231519733039374,-0.0231519733039374
2014-01-08,-0.0006234160424513,-0.0006234160424513
2014-01-09,-0.002476247093517,-0.002476247093517
2014-01-10,0.0138143952359857,0.0138143952359857
2014-01-13,-0.024191881681876,-0.024191881681876
2014-01-14,-0.007039340744482,-0.007039340744482
2014-01-15,-0.0022888182939731,-0.0022888182939731
2014-01-16,-0.0077340913608829,-0.0077340913608829
2014-01-17,-0.0174626138791096,-0.0174626138791096
2014-01-21,0.0067782186195692,0.0067782186195692
2014-01-22,0.0130006870294771,0.0130006870294771
2014-01-23,-0.0212455046599935,-0.0212455046599935
2014-01-24,-0.0172042846679685,-0.0172042846679685
2014-01-27,-0.0061269713199042,-0.0061269713199042
